config_name,lwe_dimension,glwe_dimension,polynomial_size,lwe_noise_tag,lwe_gaussian_std,lwe_tuniform_bound_log2,glwe_noise_tag,glwe_gaussian_std,glwe_tuniform_bound_log2,pbs_base_log,pbs_level,ks_base_log,ks_level,message_modulus,carry_modulus,max_noise_level,log2_p_fail,modulus_power_of_2_exponent,encryption_key_choice,ms_tag,ms_modulus_switch_zeros_count,ms_bound,ms_r_sigma_factor,ms_input_variance
SHORTINT_V1_4_PARAM_MESSAGE_2_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,11,3,2,11,4,32,42,-128.045,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_2_CARRY_5_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,11,3,2,11,4,32,42,-128.045,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_2_CARRY_6_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1108,1,65536,0,3.14495e-08,0,0,2.1684e-19,0,11,3,3,7,4,64,85,-129.137,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_2_CARRY_6_KS_PBS_GAUSSIAN_2M128,1108,1,65536,0,3.14495e-08,0,0,2.1684e-19,0,11,3,3,7,4,64,85,-129.137,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_0_KS_PBS_GAUSSIAN_2M128,884,2,1024,0,1.4999e-06,0,0,2.84527e-15,0,23,1,5,3,8,1,1,-128.664,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,8,2,2,-128.389,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_1_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,8,2,2,-128.389,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,928,1,4096,0,7.02049e-07,0,0,2.1684e-19,0,23,1,2,9,8,4,4,-128.041,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_2_KS_PBS_GAUSSIAN_2M128,928,1,4096,0,7.02049e-07,0,0,2.1684e-19,0,23,1,2,9,8,4,4,-128.041,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.115,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_3_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,2048,1,16384,0,2.84527e-15,0,0,2.1684e-19,0,15,2,24,1,8,8,9,-277.205,64,Small,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_3_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.115,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_3_PBS_KS_GAUSSIAN_2M128,1106,1,16384,0,3.25537e-08,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.729,64,Small,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1070,1,16384,0,6.0583e-08,0,0,2.1684e-19,0,15,2,2,11,8,16,18,-128.022,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_4_KS_PBS_GAUSSIAN_2M128,1070,1,16384,0,6.0583e-08,0,0,2.1684e-19,0,15,2,2,11,8,16,18,-128.022,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.155,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_3_CARRY_5_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.155,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_0_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,16,1,1,-128.636,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.261,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_1_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.261,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.146,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_2_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.146,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1057,1,16384,0,7.58159e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.11,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_3_KS_PBS_GAUSSIAN_2M128,1057,1,16384,0,7.58159e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.11,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.731,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,2048,1,65536,0,2.84527e-15,0,0,2.1684e-19,0,11,3,16,2,16,16,17,-273.265,64,Small,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_4_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.731,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_4_CARRY_4_PBS_KS_GAUSSIAN_2M128,1267,1,65536,0,2.02402e-09,0,0,2.1684e-19,0,11,3,3,9,16,16,17,-129.855,64,Small,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_5_CARRY_0_KS_PBS_GAUSSIAN_2M128,931,1,4096,0,6.66635e-07,0,0,2.1684e-19,0,23,1,3,6,32,1,1,-128.453,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_5_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.152,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_5_CARRY_1_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.152,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_5_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.037,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_5_CARRY_2_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.037,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_5_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.155,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_5_CARRY_3_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.155,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_6_CARRY_0_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,64,1,1,-128.153,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_6_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.12,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_6_CARRY_1_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.12,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_6_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.438,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_6_CARRY_2_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.438,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_7_CARRY_0_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,128,1,1,-128.14,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_7_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,15,2,3,7,128,2,2,-130.375,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_7_CARRY_1_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,15,2,3,7,128,2,2,-130.375,64,Big,2,0,0,0,0
SHORTINT_V1_4_PARAM_MESSAGE_8_CARRY_0_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,15,2,3,7,256,1,1,-129.169,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_0_KS_PBS_GAUSSIAN_2M128,747,6,256,0,1.59446e-05,0,0,1.95244e-11,0,17,1,4,3,2,1,1,-128.603,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,837,4,512,0,3.37471e-06,0,0,2.84527e-15,0,23,1,5,3,2,2,3,-128.186,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_1_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,1024,4,512,0,1.33978e-07,0,0,2.84527e-15,0,23,1,6,3,2,2,3,-140.214,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_1_KS_PBS_GAUSSIAN_2M128,837,4,512,0,3.37471e-06,0,0,2.84527e-15,0,23,1,5,3,2,2,3,-128.186,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_1_PBS_KS_GAUSSIAN_2M128,914,4,512,0,8.93861e-07,0,0,2.84527e-15,0,23,1,5,3,2,2,3,-128.4,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,885,2,1024,0,1.47424e-06,0,0,2.84527e-15,0,23,1,5,3,2,4,7,-128.536,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_2_KS_PBS_GAUSSIAN_2M128,885,2,1024,0,1.47424e-06,0,0,2.84527e-15,0,23,1,5,3,2,4,7,-128.536,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,904,1,2048,0,1.06219e-06,0,0,2.84527e-15,0,23,1,3,6,2,8,15,-128.103,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_3_KS_PBS_GAUSSIAN_2M128,904,1,2048,0,1.06219e-06,0,0,2.84527e-15,0,23,1,3,6,2,8,15,-128.103,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,2,16,31,-128.607,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_4_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,2,16,31,-128.607,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1011,1,8192,0,1.67665e-07,0,0,2.1684e-19,0,15,2,3,7,2,32,63,-128.068,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_5_KS_PBS_GAUSSIAN_2M128,1011,1,8192,0,1.67665e-07,0,0,2.1684e-19,0,15,2,3,7,2,32,63,-128.068,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_6_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1060,1,16384,0,7.19915e-08,0,0,2.1684e-19,0,11,3,2,11,2,64,127,-128.147,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_6_KS_PBS_GAUSSIAN_2M128,1060,1,16384,0,7.19915e-08,0,0,2.1684e-19,0,11,3,2,11,2,64,127,-128.147,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_7_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1104,1,65536,0,3.36966e-08,0,0,2.1684e-19,0,9,4,3,7,2,128,255,-128.787,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_1_CARRY_7_KS_PBS_GAUSSIAN_2M128,1104,1,65536,0,3.36966e-08,0,0,2.1684e-19,0,9,4,3,7,2,128,255,-128.787,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_0_KS_PBS_GAUSSIAN_2M128,846,3,512,0,2.88934e-06,0,0,1.95244e-11,0,17,1,5,3,4,1,1,-128.285,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,884,2,1024,0,1.4999e-06,0,0,2.84527e-15,0,23,1,5,3,4,2,2,-128.607,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_1_KS_PBS_GAUSSIAN_2M128,884,2,1024,0,1.4999e-06,0,0,2.84527e-15,0,23,1,5,3,4,2,2,-128.607,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,866,1,2048,0,2.04615e-06,0,0,2.84527e-15,0,23,1,3,5,4,4,5,-128.597,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_2_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,1024,1,2048,0,1.33978e-07,0,0,2.84527e-15,0,23,1,4,5,4,4,5,-129.856,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_2_KS_PBS_GAUSSIAN_2M128,866,1,2048,0,2.04615e-06,0,0,2.84527e-15,0,23,1,3,5,4,4,5,-128.597,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_2_PBS_KS_GAUSSIAN_2M128,978,1,2048,0,2.96288e-07,0,0,2.84527e-15,0,23,1,3,6,4,4,5,-128.05,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,4,8,10,-128.639,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_3_KS_PBS_GAUSSIAN_2M128,930,1,4096,0,6.78236e-07,0,0,2.1684e-19,0,15,2,3,6,4,8,10,-128.639,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,4,16,21,-128.338,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_4_KS_PBS_GAUSSIAN_2M128,1007,1,8192,0,1.79645e-07,0,0,2.1684e-19,0,15,2,3,7,4,16,21,-128.338,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,11,3,2,11,4,32,42,-128.045,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_5_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,11,3,2,11,4,32,42,-128.045,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_6_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1108,1,65536,0,3.14495e-08,0,0,2.1684e-19,0,11,3,3,7,4,64,85,-129.137,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_2_CARRY_6_KS_PBS_GAUSSIAN_2M128,1108,1,65536,0,3.14495e-08,0,0,2.1684e-19,0,11,3,3,7,4,64,85,-129.137,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_0_KS_PBS_GAUSSIAN_2M128,884,2,1024,0,1.4999e-06,0,0,2.84527e-15,0,23,1,5,3,8,1,1,-128.664,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,8,2,2,-128.389,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_1_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,8,2,2,-128.389,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,928,1,4096,0,7.02049e-07,0,0,2.1684e-19,0,23,1,2,9,8,4,4,-128.041,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_2_KS_PBS_GAUSSIAN_2M128,928,1,4096,0,7.02049e-07,0,0,2.1684e-19,0,23,1,2,9,8,4,4,-128.041,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.115,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_3_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,2048,1,16384,0,2.84527e-15,0,0,2.1684e-19,0,15,2,24,1,8,8,9,-277.205,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_3_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.115,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_3_PBS_KS_GAUSSIAN_2M128,1106,1,16384,0,3.25537e-08,0,0,2.1684e-19,0,15,2,3,7,8,8,9,-128.729,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1070,1,16384,0,6.0583e-08,0,0,2.1684e-19,0,15,2,2,11,8,16,18,-128.022,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_4_KS_PBS_GAUSSIAN_2M128,1070,1,16384,0,6.0583e-08,0,0,2.1684e-19,0,15,2,2,11,8,16,18,-128.022,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_5_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.155,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_3_CARRY_5_KS_PBS_GAUSSIAN_2M128,1099,1,65536,0,3.67326e-08,0,0,2.1684e-19,0,11,3,3,7,8,32,36,-128.155,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_0_KS_PBS_GAUSSIAN_2M128,863,1,2048,0,2.15485e-06,0,0,2.84527e-15,0,23,1,3,5,16,1,1,-128.636,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.261,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_1_KS_PBS_GAUSSIAN_2M128,935,1,4096,0,6.22179e-07,0,0,2.1684e-19,0,23,1,3,6,16,2,2,-128.261,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.146,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_2_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,16,4,4,-128.146,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1057,1,16384,0,7.58159e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.11,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_3_KS_PBS_GAUSSIAN_2M128,1057,1,16384,0,7.58159e-08,0,0,2.1684e-19,0,15,2,2,11,16,8,8,-128.11,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.731,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_4_COMPACT_PK_PBS_KS_GAUSSIAN_2M128,2048,1,65536,0,2.84527e-15,0,0,2.1684e-19,0,11,3,16,2,16,16,17,-273.265,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_4_KS_PBS_GAUSSIAN_2M128,1098,1,65536,0,3.73718e-08,0,0,2.1684e-19,0,11,3,3,7,16,16,17,-128.731,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_4_CARRY_4_PBS_KS_GAUSSIAN_2M128,1267,1,65536,0,2.02402e-09,0,0,2.1684e-19,0,11,3,3,9,16,16,17,-129.855,64,Small,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_5_CARRY_0_KS_PBS_GAUSSIAN_2M128,931,1,4096,0,6.66635e-07,0,0,2.1684e-19,0,23,1,3,6,32,1,1,-128.453,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_5_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.152,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_5_CARRY_1_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,32,2,2,-128.152,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_5_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.037,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_5_CARRY_2_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,32,4,4,-128.037,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_5_CARRY_3_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.155,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_5_CARRY_3_KS_PBS_GAUSSIAN_2M128,1113,1,65536,0,2.88502e-08,0,0,2.1684e-19,0,15,2,3,7,32,8,8,-129.155,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_6_CARRY_0_KS_PBS_GAUSSIAN_2M128,1006,1,8192,0,1.82771e-07,0,0,2.1684e-19,0,15,2,3,7,64,1,1,-128.153,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_6_CARRY_1_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.12,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_6_CARRY_1_KS_PBS_GAUSSIAN_2M128,1055,1,16384,0,7.84778e-08,0,0,2.1684e-19,0,15,2,2,11,64,2,2,-128.12,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_6_CARRY_2_COMPACT_PK_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.438,64,Big,2,0,0,0,0
SHORTINT_V1_5_PARAM_MESSAGE_6_CARRY_2_KS_PBS_GAUSSIAN_2M128,1101,1,65536,0,3.54867e-08,0,0,2.1684e-19,0,15,2,3,7,64,4,4,-129.438,64,Big,2,0,0,0,0
